"IdConexao","NomeCliente","Site","UrlSite","WebServicePagamentoBPag","DominioPagamentoBPag"
277,"10.134.56.6","134.56.6",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
278,"10.134.56.7","134.56.7",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
279,"10.134.56.8","134.56.8",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
280,"10.134.56.9","134.56.9",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
281,"10.134.56.10","134.56.10",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
282,"10.134.56.11","134.56.11",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
283,"10.134.56.12","134.56.12",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
284,"10.134.56.13","134.56.13",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
285,"10.134.56.14","134.56.14",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
286,"10.134.56.14","134.56.14",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
287,"10.134.56.15","134.56.15",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
288,"10.134.56.16","134.56.16",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
289,"10.134.56.17","134.56.17",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
290,"10.134.56.18","134.56.18",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
291,"10.134.56.19","134.56.19",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
292,"10.134.56.20","134.56.20",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
293,"10.134.56.21","134.56.21",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
294,"10.134.56.22","134.56.22",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
295,"10.134.56.23","134.56.23",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
296,"10.134.56.24","134.56.24",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
297,"10.134.56.25","134.56.25",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
298,"10.134.56.26","134.56.26",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
299,"10.134.56.27","134.56.27",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
300,"10.134.56.28","134.56.28",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
301,"10.134.56.29","134.56.29",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
302,"10.134.56.30","134.56.30",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
303,"10.134.56.31","134.56.31",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
304,"10.134.56.32","134.56.32",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
305,"10.134.56.33","134.56.33",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
306,"10.134.56.34","134.56.34",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
307,"10.134.56.35","134.56.35",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
308,"10.134.56.36","134.56.36",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
309,"10.134.56.37","134.56.37",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
310,"10.134.56.38","134.56.38",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
311,"10.134.56.39","134.56.39",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
312,"10.134.56.40","134.56.40",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
313,"10.134.56.41","134.56.41",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
314,"10.134.56.42","134.56.42",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
315,"10.134.56.43","134.56.43",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
316,"10.134.56.44","134.56.44",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
317,"10.134.56.45","134.56.45",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
318,"10.134.56.46","134.56.46",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
319,"10.134.56.47","134.56.47",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
320,"10.134.56.48","134.56.48",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
321,"10.134.56.49","134.56.49",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
322,"10.134.56.50","134.56.50",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
323,"10.134.56.51","134.56.51",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
324,"10.134.56.52","134.56.52",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
325,"10.134.56.53","134.56.53",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
326,"10.134.56.54","134.56.54",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
327,"10.134.56.55","134.56.55",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
328,"10.134.56.56","134.56.56",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
329,"10.134.56.57","134.56.57",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
330,"10.134.56.58","134.56.58",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
331,"10.134.56.59","134.56.59",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
332,"10.134.56.60","134.56.60",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
333,"10.134.56.61","134.56.61",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
334,"10.134.56.62","134.56.62",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
335,"10.134.56.63","134.56.63",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
336,"10.134.56.64","134.56.64",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
337,"10.134.56.65","134.56.65",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
338,"10.134.56.66","134.56.66",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
339,"10.134.56.67","134.56.67",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
340,"10.134.56.68","134.56.68",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
341,"10.134.56.69","134.56.69",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
342,"10.134.56.70","134.56.70",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
343,"10.134.56.71","134.56.71",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
344,"10.134.56.72","134.56.72",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
345,"10.134.56.73","134.56.73",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
346,"10.134.56.74","134.56.74",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
347,"10.134.56.75","134.56.75",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
348,"10.134.56.76","134.56.76",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
349,"10.134.56.77","134.56.77",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
350,"10.134.56.78","134.56.78",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
351,"10.134.56.79","134.56.79",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
352,"10.134.56.80","134.56.80",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
353,"10.134.56.81","134.56.81",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
354,"10.134.56.82","134.56.82",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
355,"10.134.56.83","134.56.83",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
356,"10.134.56.84","134.56.84",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
357,"10.134.56.85","134.56.85",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
358,"10.134.56.86","134.56.86",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
359,"10.134.56.87","134.56.87",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
360,"10.134.56.88","134.56.88",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
361,"10.134.56.89","134.56.89",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
362,"10.134.56.90","134.56.90",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
363,"10.134.56.91","134.56.91",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
364,"napsao-w-srvadm1","134.50.146","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
365,"napsao-w-srvadm2","134.50.147","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
366,"napsao-w-srvadm3","134.50.148","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
367,"napsao-w-srvadm4","134.50.149","http://www.atendimento.wmxp.com.br/","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
368,"napsao-win-admin-svc3","134.51.3",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
369,"napsao-win-admin-svc4","134.51.4",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
370,"napsao-win-admin-svc5","134.51.5",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
371,"napsao-win-admin3","134.51.6",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
372,"napsao-win-admin4","134.51.7",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
373,"itau-admin1","134.63.133","http://www.walmart.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
374,"itau-admin2","134.63.134","http://www.walmart.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
375,"itau-admin-vip","134.63.135","http://www.walmart.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
376,"wm-wsprod-web12","134.25.14",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
377,"api.walmartb2b-42.17","134.52.17",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
378,"api.walmartb2b-42.18","134.52.18",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
379,"api.walmartb2b-42.19","134.52.19",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
380,"Itau - Tracking","21.224.17","http://172.21.224.17","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
381,"napsao-w-ckft1","134.58.19",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
382,"SiteAtendimento","atendimento.wmxp.com.br","http://www.atendimento.wmxp.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
383,"Botox","botox.walmart.com.br","http://www.walmart.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
384,"napsao-w-ckft2","134.58.20",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
385,"napsao-w-ckft20","134.58.38",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
386,"napsao-w-ckft3","134.58.21",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
387,"napsao-w-ckft4","134.58.22",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
388,"napsao-w-ckft5","134.58.23",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
389,"napsao-w-ckft6","134.58.24",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
390,"napsao-w-ckft7","134.58.25",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
391,"napsao-w-ckft8","134.58.26",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
392,"napsao-w-ckft9","134.58.27",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
393,"napsao-w-ckft10","134.58.28",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
394,"napsao-w-ckft11","134.58.29",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
395,"napsao-w-ckft12","134.58.30",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
396,"napsao-w-ckft13","134.58.31",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
397,"napsao-w-ckft14","134.58.32",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
398,"napsao-w-ckft15","134.58.33",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
399,"napsao-w-ckft16","134.58.34",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
400,"napsao-w-ckft17","134.58.35",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
401,"napsao-w-ckft18","134.58.36",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
402,"napsao-w-ckft19","134.58.37",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
403,"ListaCasamento","listadecasamento.walmart.com.br","http://www.listadecasamento.walmart.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
408,"WalMart Desata","shoppingdesata.walmartb2b.com.br","http://www.shoppingdesata.walmartb2b.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
409,"napsao-w-ibhds1","134.52.24",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
410,"napsao-w-ibhds2","134.52.25",,"http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
411,"WalMart iBahia","shoppingibahia.walmartb2b.com.br","http://www.shoppingibahia.walmartb2b.com.br","http://gwpg-proxyloja.vmcommerce.intra/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
412,"api.walmartb2b-42.28","134.52.28",,"http://10.134.27.156/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
413,"api.walmartb2b-42.29","134.52.29",,"http://10.134.27.156/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
414,"api.walmartb2b-42.30","134.52.30",,"http://10.134.27.156/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
415,"api.walmartb2b-42.31","134.52.31",,"http://10.134.27.156/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
416,"api.walmartb2b-42.32","134.52.32",,"http://10.134.27.156/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
417,"api.walmartb2b-42.33","134.52.33",,"http://10.134.27.156/proxy/WebObjects/proxy.woa/ws/ProxyWebservice","http://gwpg-proxyloja.vmcommerce.intra"
